,Year,Category,Country,Medals
1247,sochi-2014,Snowboard,Japan,3
1248,sochi-2014,Snowboard,Russian Federation,4
1249,sochi-2014,Snowboard,Finland,1
1250,sochi-2014,Snowboard,Great Britain,1
1251,sochi-2014,Snowboard,Czech Republic,1
1252,sochi-2014,Snowboard,Canada,2
1253,sochi-2014,Snowboard,France,2
1254,sochi-2014,Snowboard,Slovenia,2
1255,sochi-2014,Snowboard,Norway,1
1256,sochi-2014,Skeleton,Russian Federation,2
1257,sochi-2014,Skeleton,Latvia,1
1258,sochi-2014,Skeleton,United States of America,2
1259,sochi-2014,Skeleton,Great Britain,1
1260,sochi-2014,Luge,Germany,6
1261,sochi-2014,Luge,United States of America,1
1262,sochi-2014,Luge,Russian Federation,2
1263,sochi-2014,Luge,Latvia,3
1264,sochi-2014,Luge,Austria,2
1265,sochi-2014,Luge,Italy,1
1266,sochi-2014,Freestyle Skiing,France,5
1267,sochi-2014,Freestyle Skiing,United States of America,7
1268,sochi-2014,Freestyle Skiing,Canada,9
1269,sochi-2014,Freestyle Skiing,Belarus,2
1270,sochi-2014,Freestyle Skiing,Australia,2
1271,sochi-2014,Freestyle Skiing,People's Republic of China,2
1272,sochi-2014,Freestyle Skiing,Japan,1
1273,sochi-2014,Freestyle Skiing,Russian Federation,1
1274,sochi-2014,Freestyle Skiing,Sweden,1
1275,sochi-2014,Ice Hockey,Canada,2
1276,sochi-2014,Ice Hockey,Sweden,1
1277,sochi-2014,Ice Hockey,Finland,1
1278,sochi-2014,Ice Hockey,United States of America,1
1279,sochi-2014,Ice Hockey,Switzerland,1
1280,london-2012,Swimming,United States of America,30
1281,london-2012,Swimming,Australia,10
1282,london-2012,Swimming,Japan,11
1283,london-2012,Swimming,South Africa,3
1284,london-2012,Swimming,Russian Federation,4
1285,london-2012,Swimming,People's Republic of China,10
1286,london-2012,Swimming,Lithuania,1
1287,london-2012,Swimming,Hungary,2
1288,london-2012,Swimming,Great Britain,3
1289,london-2012,Swimming,France,7
1290,london-2012,Swimming,Brazil,2
1291,london-2012,Swimming,Spain,2
1292,london-2012,Swimming,Republic of Korea,2
1293,london-2012,Swimming,Netherlands,4
1294,london-2012,Swimming,Belarus,2
1295,london-2012,Swimming,Canada,2
1296,london-2012,Swimming,Tunisia,1
1297,london-2012,Diving,People's Republic of China,14
1298,london-2012,Diving,Mexico,5
1299,london-2012,Diving,United States of America,7
1300,london-2012,Diving,Canada,4
1301,london-2012,Diving,Russian Federation,3
1302,london-2012,Diving,Australia,1
1303,london-2012,Diving,Malaysia,1
1304,london-2012,Diving,Great Britain,1
1305,london-2012,Equestrian Jumping,Switzerland,1
1306,london-2012,Equestrian Jumping,Netherlands,2
1307,london-2012,Equestrian Jumping,Ireland,1
1308,london-2012,Equestrian Jumping,Great Britain,1
1309,london-2012,Equestrian Jumping,Saudi Arabia,1
1310,london-2012,Canoe Slalom,France,2
1311,london-2012,Canoe Slalom,Australia,1
1312,london-2012,Canoe Slalom,Spain,1
1313,london-2012,Canoe Slalom,Italy,1
1314,london-2012,Canoe Slalom,Czech Republic,1
1315,london-2012,Canoe Slalom,Germany,2
1316,london-2012,Canoe Slalom,Great Britain,4
1317,london-2012,Canoe Slalom,Slovakia,3
1318,london-2012,Hockey,Netherlands,2
1319,london-2012,Hockey,Argentina,1
1320,london-2012,Hockey,Great Britain,1
1321,london-2012,Hockey,Germany,1
1322,london-2012,Hockey,Australia,1
1323,london-2012,Cycling Mountain Bike,Czech Republic,1
1324,london-2012,Cycling Mountain Bike,Switzerland,1
1325,london-2012,Cycling Mountain Bike,Italy,1
1326,london-2012,Cycling Mountain Bike,France,1
1327,london-2012,Cycling Mountain Bike,Germany,1
1328,london-2012,Cycling Mountain Bike,United States of America,1
1329,london-2012,Football,United States of America,1
1330,london-2012,Football,Japan,1
1331,london-2012,Football,Canada,1
1332,london-2012,Football,Mexico,1
1333,london-2012,Football,Brazil,1
1334,london-2012,Football,Republic of Korea,1
1335,london-2012,Water Polo,Croatia,1
1336,london-2012,Water Polo,Italy,1
1337,london-2012,Water Polo,Serbia,1
1338,london-2012,Water Polo,United States of America,1
1339,london-2012,Water Polo,Spain,1
1340,london-2012,Water Polo,Australia,1
1341,london-2012,Volleyball,Brazil,2
1342,london-2012,Volleyball,United States of America,1
1343,london-2012,Volleyball,Japan,1
1344,london-2012,Volleyball,Russian Federation,1
1345,london-2012,Volleyball,Italy,1
1346,london-2012,Handball,France,1
1347,london-2012,Handball,Sweden,1
1348,london-2012,Handball,Croatia,1
1349,london-2012,Handball,Norway,1
1350,london-2012,Handball,Montenegro,1
1351,london-2012,Handball,Spain,1
1352,london-2012,Synchronized Swimming,Russian Federation,3
1353,london-2012,Synchronized Swimming,People's Republic of China,3
1354,london-2012,Synchronized Swimming,Spain,3
1355,london-2012,Cycling BMX,Colombia,2
1356,london-2012,Cycling BMX,New Zealand,1
1357,london-2012,Cycling BMX,Netherlands,1
1358,london-2012,Cycling BMX,Latvia,1
1359,london-2012,Cycling BMX,Australia,1
1360,london-2012,Sailing,Australia,6
1361,london-2012,Sailing,New Zealand,4
1362,london-2012,Sailing,Denmark,3
1363,london-2012,Sailing,Great Britain,8
1364,london-2012,Sailing,Argentina,2
1365,london-2012,Sailing,Netherlands,4
1366,london-2012,Sailing,Poland,2
1367,london-2012,Sailing,People's Republic of China,1
1368,london-2012,Sailing,Belgium,1
1369,london-2012,Sailing,Spain,2
1370,london-2012,Sailing,Finland,2
1371,london-2012,Sailing,Sweden,3
1372,london-2012,Sailing,Brazil,2
1373,london-2012,Sailing,Cyprus,1
1374,london-2012,Sailing,France,1
1375,london-2012,Athletics,Kazakhstan,1
1376,london-2012,Athletics,Colombia,1
1377,london-2012,Athletics,Ukraine,3
1378,london-2012,Athletics,Australia,3
1379,london-2012,Athletics,People's Republic of China,9
1380,london-2012,Athletics,Ireland,1
1381,london-2012,Athletics,Tunisia,1
1382,london-2012,Athletics,Ethiopia,7
1383,london-2012,Athletics,Kenya,12
1384,london-2012,Athletics,Botswana,1
1385,london-2012,Athletics,Great Britain,6
1386,london-2012,Athletics,United States of America,28
1387,london-2012,Athletics,New Zealand,1
1388,london-2012,Athletics,Poland,2
1389,london-2012,Athletics,Germany,8
1390,london-2012,Athletics,Algeria,1
1391,london-2012,Athletics,Morocco,1
1392,london-2012,Athletics,Italy,1
1393,london-2012,Athletics,Hungary,1
1394,london-2012,Athletics,Slovenia,1
1395,london-2012,Athletics,Japan,1
1396,london-2012,Athletics,Jamaica,12
1397,london-2012,Athletics,Russian Federation,7
1398,london-2012,Athletics,France,3
1399,london-2012,Athletics,Croatia,1
1400,london-2012,Athletics,Cuba,3
1401,london-2012,Athletics,Bahamas,1
1402,london-2012,Athletics,Trinidad and Tobago,4
1403,london-2012,Athletics,Islamic Republic of Iran,1
1404,london-2012,Athletics,Estonia,1
1405,london-2012,Athletics,Finland,1
1406,london-2012,Athletics,Czech Republic,3
1407,london-2012,Athletics,Grenada,1
1408,london-2012,Athletics,Dominican Republic,2
1409,london-2012,Athletics,Qatar,1
1410,london-2012,Athletics,Canada,1
1411,london-2012,Athletics,Lithuania,1
1412,london-2012,Athletics,Bahrain,1
1413,london-2012,Athletics,Puerto Rico,1
1414,london-2012,Athletics,Guatemala,1
1415,london-2012,Athletics,Spain,1
1416,london-2012,Athletics,South Africa,1
1417,london-2012,Athletics,Uganda,1
1418,london-2012,Canoe Sprint,Germany,9
1419,london-2012,Canoe Sprint,Spain,3
1420,london-2012,Canoe Sprint,Canada,3
1421,london-2012,Canoe Sprint,Hungary,8
1422,london-2012,Canoe Sprint,Poland,2
1423,london-2012,Canoe Sprint,Ukraine,3
1424,london-2012,Canoe Sprint,South Africa,1
1425,london-2012,Canoe Sprint,Russian Federation,5
1426,london-2012,Canoe Sprint,Belarus,5
1427,london-2012,Canoe Sprint,Great Britain,3
1428,london-2012,Canoe Sprint,Portugal,2
1429,london-2012,Canoe Sprint,New Zealand,1
1430,london-2012,Canoe Sprint,Australia,1
1431,london-2012,Canoe Sprint,Czech Republic,1
1432,london-2012,Canoe Sprint,Norway,1
1433,london-2012,Equestrian Eventing,Germany,3
1434,london-2012,Equestrian Eventing,Sweden,1
1435,london-2012,Equestrian Eventing,Great Britain,1
1436,london-2012,Equestrian Eventing,New Zealand,1
1437,london-2012,Shooting,Cuba,1
1438,london-2012,Shooting,India,2
1439,london-2012,Shooting,People's Republic of China,7
1440,london-2012,Shooting,Croatia,1
1441,london-2012,Shooting,Italy,5
1442,london-2012,Shooting,Kuwait,1
1443,london-2012,Shooting,Republic of Korea,5
1444,london-2012,Shooting,Ukraine,2
1445,london-2012,Shooting,Serbia,2
1446,london-2012,Shooting,Slovakia,2
1447,london-2012,Shooting,France,2
1448,london-2012,Shooting,United States of America,4
1449,london-2012,Shooting,Czech Republic,1
1450,london-2012,Shooting,Romania,1
1451,london-2012,Shooting,Denmark,1
1452,london-2012,Shooting,Qatar,1
1453,london-2012,Shooting,Belarus,1
1454,london-2012,Shooting,Belgium,1
1455,london-2012,Shooting,Slovenia,1
1456,london-2012,Shooting,Great Britain,1
1457,london-2012,Shooting,Sweden,1
1458,london-2012,Shooting,Russian Federation,1
1459,london-2012,Shooting,Poland,1
1460,london-2012,Wrestling,Russian Federation,11
1461,london-2012,Wrestling,Egypt,1
1462,london-2012,Wrestling,Kazakhstan,4
1463,london-2012,Wrestling,Poland,1
1464,london-2012,Wrestling,Islamic Republic of Iran,6
1465,london-2012,Wrestling,Georgia,5
1466,london-2012,Wrestling,Japan,6
1467,london-2012,Wrestling,United States of America,5
1468,london-2012,Wrestling,India,2
1469,london-2012,Wrestling,Cuba,2
1470,london-2012,Wrestling,People's Republic of China,1
1471,london-2012,Wrestling,Mongolia,1
1472,london-2012,Wrestling,Democratic People's Republic of Korea,1
1473,london-2012,Wrestling,Bulgaria,1
1474,london-2012,Wrestling,Spain,1
1475,london-2012,Wrestling,Azerbaijan,7
1476,london-2012,Wrestling,Puerto Rico,1
1477,london-2012,Wrestling,Armenia,2
1478,london-2012,Wrestling,Sweden,2
1479,london-2012,Wrestling,Lithuania,1
1480,london-2012,Wrestling,Hungary,3
1481,london-2012,Wrestling,Canada,2
1482,london-2012,Wrestling,Colombia,1
1483,london-2012,Wrestling,Estonia,1
1484,london-2012,Wrestling,Turkey,1
1485,london-2012,Wrestling,Republic of Korea,1
1486,london-2012,Wrestling,France,1
1487,london-2012,Wrestling,Ukraine,1
1488,london-2012,Triathlon,Great Britain,2
1489,london-2012,Triathlon,Spain,1
1490,london-2012,Triathlon,Switzerland,1
1491,london-2012,Triathlon,Sweden,1
1492,london-2012,Triathlon,Australia,1
1493,london-2012,Marathon Swimming,Tunisia,1
1494,london-2012,Marathon Swimming,Germany,1
1495,london-2012,Marathon Swimming,Canada,1
1496,london-2012,Marathon Swimming,Hungary,1
1497,london-2012,Marathon Swimming,United States of America,1
1498,london-2012,Marathon Swimming,Italy,1
1499,london-2012,Trampoline,People's Republic of China,4
1500,london-2012,Trampoline,Russian Federation,1
1501,london-2012,Trampoline,Canada,1
1502,london-2012,Boxing,Kazakhstan,4
1503,london-2012,Boxing,Great Britain,5
1504,london-2012,Boxing,Ukraine,5
1505,london-2012,Boxing,Russian Federation,6
1506,london-2012,Boxing,Ireland,4
1507,london-2012,Boxing,Cuba,4
1508,london-2012,Boxing,Japan,2
1509,london-2012,Boxing,Mongolia,2
1510,london-2012,Boxing,United States of America,2
1511,london-2012,Boxing,People's Republic of China,3
1512,london-2012,Boxing,Italy,3
1513,london-2012,Boxing,Azerbaijan,2
1514,london-2012,Boxing,Bulgaria,1
1515,london-2012,Boxing,Brazil,3
1516,london-2012,Boxing,Uzbekistan,1
1517,london-2012,Boxing,Tajikistan,1
1518,london-2012,Boxing,Thailand,1
1519,london-2012,Boxing,Republic of Korea,1
1520,london-2012,Boxing,Lithuania,1
1521,london-2012,Boxing,India,1
1522,london-2012,Equestrian Dressage,Great Britain,3
1523,london-2012,Equestrian Dressage,Germany,1
1524,london-2012,Equestrian Dressage,Netherlands,2
1525,london-2012,Basketball,United States of America,2
1526,london-2012,Basketball,France,1
1527,london-2012,Basketball,Australia,1
1528,london-2012,Basketball,Spain,1
1529,london-2012,Basketball,Russian Federation,1
1530,london-2012,Rowing,South Africa,1
1531,london-2012,Rowing,Great Britain,14
1532,london-2012,Rowing,Denmark,4
1533,london-2012,Rowing,Germany,3
1534,london-2012,Rowing,Croatia,1
1535,london-2012,Rowing,Australia,7
1536,london-2012,Rowing,New Zealand,9
1537,london-2012,Rowing,Czech Republic,2
1538,london-2012,Rowing,Poland,2
1539,london-2012,Rowing,People's Republic of China,2
1540,london-2012,Rowing,Greece,2
1541,london-2012,Rowing,Ukraine,1
1542,london-2012,Rowing,United States of America,3
1543,london-2012,Rowing,Canada,2
1544,london-2012,Rowing,Netherlands,1
1545,london-2012,Rowing,France,2
1546,london-2012,Rowing,Italy,2
1547,london-2012,Rowing,Slovenia,2
1548,london-2012,Fencing,Venezuela,1
1549,london-2012,Fencing,Norway,1
1550,london-2012,Fencing,Republic of Korea,6
1551,london-2012,Fencing,People's Republic of China,3
1552,london-2012,Fencing,Egypt,1
1553,london-2012,Fencing,Romania,1
1554,london-2012,Fencing,Italy,7
1555,london-2012,Fencing,United States of America,1
1556,london-2012,Fencing,Hungary,1
1557,london-2012,Fencing,Russian Federation,3
1558,london-2012,Fencing,Japan,1
1559,london-2012,Fencing,Germany,2
1560,london-2012,Fencing,Ukraine,2
1561,london-2012,Table Tennis,People's Republic of China,6
1562,london-2012,Table Tennis,Republic of Korea,1
1563,london-2012,Table Tennis,Germany,2
1564,london-2012,Table Tennis,Japan,1
1565,london-2012,Table Tennis,Singapore,2
1566,london-2012,Weightlifting,Islamic Republic of Iran,5
1567,london-2012,Weightlifting,Russian Federation,2
1568,london-2012,Weightlifting,Democratic People's Republic of Korea,5
1569,london-2012,Weightlifting,Colombia,2
1570,london-2012,Weightlifting,Indonesia,3
1571,london-2012,Weightlifting,People's Republic of China,7
1572,london-2012,Weightlifting,Cuba,1
1573,london-2012,Weightlifting,Canada,1
1574,london-2012,Weightlifting,Bulgaria,1
1575,london-2012,Weightlifting,Mexico,1
1576,london-2012,Weightlifting,Poland,3
1577,london-2012,Weightlifting,Egypt,2
1578,london-2012,Weightlifting,Spain,1
1579,london-2012,Weightlifting,Cameroon,1
1580,london-2012,Weightlifting,Kazakhstan,1
1581,london-2012,Weightlifting,Azerbaijan,1
1582,london-2012,Weightlifting,Republic of Korea,2
1583,london-2012,Weightlifting,Chinese Taipei,1
1584,london-2012,Weightlifting,Ukraine,1
1585,london-2012,Weightlifting,Thailand,2
1586,london-2012,Weightlifting,Japan,1
1587,london-2012,Gymnastics Artistic,People's Republic of China,8
1588,london-2012,Gymnastics Artistic,United States of America,6
1589,london-2012,Gymnastics Artistic,Russian Federation,8
1590,london-2012,Gymnastics Artistic,Romania,3
1591,london-2012,Gymnastics Artistic,Great Britain,4
1592,london-2012,Gymnastics Artistic,Brazil,1
1593,london-2012,Gymnastics Artistic,Italy,1
1594,london-2012,Gymnastics Artistic,Japan,3
1595,london-2012,Gymnastics Artistic,Germany,3
1596,london-2012,Gymnastics Artistic,Republic of Korea,1
1597,london-2012,Gymnastics Artistic,Ukraine,1
1598,london-2012,Gymnastics Artistic,France,1
1599,london-2012,Gymnastics Artistic,Netherlands,1
1600,london-2012,Gymnastics Artistic,Hungary,1
1601,london-2012,Tennis,Belarus,3
1602,london-2012,Tennis,Great Britain,3
1603,london-2012,Tennis,United States of America,7
1604,london-2012,Tennis,Russian Federation,3
1605,london-2012,Tennis,Switzerland,1
1606,london-2012,Tennis,Argentina,1
1607,london-2012,Tennis,Czech Republic,2
1608,london-2012,Tennis,France,4
1609,london-2012,Judo,Russian Federation,5
1610,london-2012,Judo,Mongolia,2
1611,london-2012,Judo,Germany,4
1612,london-2012,Judo,Netherlands,2
1613,london-2012,Judo,Republic of Korea,3
1614,london-2012,Judo,Cuba,3
1615,london-2012,Judo,Greece,1
1616,london-2012,Judo,Japan,7
1617,london-2012,Judo,Democratic People's Republic of Korea,1
1618,london-2012,Judo,Italy,1
1619,london-2012,Judo,France,7
1620,london-2012,Judo,Brazil,4
1621,london-2012,Judo,Romania,2
1622,london-2012,Judo,Belgium,1
1623,london-2012,Judo,Hungary,2
1624,london-2012,Judo,Canada,1
1625,london-2012,Judo,Slovenia,1
1626,london-2012,Judo,People's Republic of China,2
1627,london-2012,Judo,United States of America,2
1628,london-2012,Judo,Great Britain,2
1629,london-2012,Judo,Colombia,1
1630,london-2012,Judo,Georgia,1
1631,london-2012,Judo,Uzbekistan,1
1632,london-2012,Beach Volleyball,Germany,2
1633,london-2012,Beach Volleyball,Brazil,4
1634,london-2012,Beach Volleyball,Latvia,2
1635,london-2012,Beach Volleyball,United States of America,4
1636,london-2012,Badminton,People's Republic of China,12
1637,london-2012,Badminton,Denmark,4
1638,london-2012,Badminton,Republic of Korea,2
1639,london-2012,Badminton,Malaysia,1
1640,london-2012,Badminton,Japan,2
1641,london-2012,Badminton,Russian Federation,2
1642,london-2012,Badminton,India,1
1643,london-2012,Modern Pentathlon,Czech Republic,1
1644,london-2012,Modern Pentathlon,People's Republic of China,1
1645,london-2012,Modern Pentathlon,Hungary,1
1646,london-2012,Modern Pentathlon,Lithuania,1
1647,london-2012,Modern Pentathlon,Great Britain,1
1648,london-2012,Modern Pentathlon,Brazil,1
1649,london-2012,Gymnastics Rhythmic,Russian Federation,3
1650,london-2012,Gymnastics Rhythmic,Belarus,2
1651,london-2012,Gymnastics Rhythmic,Italy,1
1652,london-2012,Cycling Road,Netherlands,1
1653,london-2012,Cycling Road,Great Britain,3
1654,london-2012,Cycling Road,Russian Federation,2
1655,london-2012,Cycling Road,United States of America,1
1656,london-2012,Cycling Road,Germany,2
1657,london-2012,Cycling Road,Kazakhstan,1
1658,london-2012,Cycling Road,Colombia,1
1659,london-2012,Cycling Road,Norway,1
1660,london-2012,Cycling Track,Australia,6
1661,london-2012,Cycling Track,Great Britain,9
1662,london-2012,Cycling Track,People's Republic of China,4
1663,london-2012,Cycling Track,Germany,4
1664,london-2012,Cycling Track,New Zealand,2
1665,london-2012,Cycling Track,Netherlands,1
1666,london-2012,Cycling Track,United States of America,2
1667,london-2012,Cycling Track,Canada,1
1668,london-2012,Cycling Track,Denmark,1
1669,london-2012,Cycling Track,France,3
1670,london-2012,Cycling Track,"Hong Kong, China",1
1671,london-2012,Archery,Republic of Korea,4
1672,london-2012,Archery,Japan,2
1673,london-2012,Archery,People's Republic of China,2
1674,london-2012,Archery,Mexico,2
1675,london-2012,Archery,Italy,1
1676,london-2012,Archery,United States of America,1
1677,london-2012,Taekwondo,Italy,2
1678,london-2012,Taekwondo,Gabon,1
1679,london-2012,Taekwondo,People's Republic of China,3
1680,london-2012,Taekwondo,Cuba,1
1681,london-2012,Taekwondo,Spain,3
1682,london-2012,Taekwondo,Republic of Korea,2
1683,london-2012,Taekwondo,Colombia,1
1684,london-2012,Taekwondo,Russian Federation,2
1685,london-2012,Taekwondo,Argentina,1
1686,london-2012,Taekwondo,Great Britain,2
1687,london-2012,Taekwondo,Turkey,2
1688,london-2012,Taekwondo,Islamic Republic of Iran,1
1689,london-2012,Taekwondo,Afghanistan,1
1690,london-2012,Taekwondo,United States of America,2
1691,london-2012,Taekwondo,France,2
1692,london-2012,Taekwondo,Chinese Taipei,1
1693,london-2012,Taekwondo,Germany,1
1694,london-2012,Taekwondo,Serbia,1
1695,london-2012,Taekwondo,Mexico,1
1696,london-2012,Taekwondo,Croatia,1
1697,london-2012,Taekwondo,Thailand,1
1698,vancouver-2010,Figure skating,Canada,3
1699,vancouver-2010,Figure skating,United States of America,3
1700,vancouver-2010,Figure skating,Russian Federation,3
1701,vancouver-2010,Figure skating,Japan,2
1702,vancouver-2010,Figure skating,People's Republic of China,4
1703,vancouver-2010,Figure skating,Germany,2
1704,vancouver-2010,Figure skating,Republic of Korea,1
1705,vancouver-2010,Freestyle Skiing,Australia,2
1706,vancouver-2010,Freestyle Skiing,People's Republic of China,3
1707,vancouver-2010,Freestyle Skiing,Switzerland,1
1708,vancouver-2010,Freestyle Skiing,Austria,1
1709,vancouver-2010,Freestyle Skiing,Norway,2
1710,vancouver-2010,Freestyle Skiing,Canada,3
1711,vancouver-2010,Freestyle Skiing,United States of America,4
1712,vancouver-2010,Freestyle Skiing,Belarus,1
1713,vancouver-2010,Freestyle Skiing,France,1
1714,vancouver-2010,Speed skating,Czech Republic,3
1715,vancouver-2010,Speed skating,Germany,4
1716,vancouver-2010,Speed skating,Canada,5
1717,vancouver-2010,Speed skating,Netherlands,7
1718,vancouver-2010,Speed skating,Republic of Korea,5
1719,vancouver-2010,Speed skating,People's Republic of China,1
1720,vancouver-2010,Speed skating,United States of America,4
1721,vancouver-2010,Speed skating,Norway,1
1722,vancouver-2010,Speed skating,Japan,3
1723,vancouver-2010,Speed skating,Poland,1
1724,vancouver-2010,Speed skating,Russian Federation,2
1725,vancouver-2010,Bobsleigh,Germany,5
1726,vancouver-2010,Bobsleigh,Russian Federation,2
1727,vancouver-2010,Bobsleigh,United States of America,3
1728,vancouver-2010,Bobsleigh,Canada,5
1729,vancouver-2010,Ice Hockey,Canada,2
1730,vancouver-2010,Ice Hockey,United States of America,2
1731,vancouver-2010,Ice Hockey,Finland,2
1732,vancouver-2010,Alpine Skiing,United States of America,8
1733,vancouver-2010,Alpine Skiing,Croatia,2
1734,vancouver-2010,Alpine Skiing,Switzerland,3
1735,vancouver-2010,Alpine Skiing,Norway,4
1736,vancouver-2010,Alpine Skiing,Austria,4
1737,vancouver-2010,Alpine Skiing,Slovenia,2
1738,vancouver-2010,Alpine Skiing,Germany,3
1739,vancouver-2010,Alpine Skiing,Sweden,2
1740,vancouver-2010,Alpine Skiing,Czech Republic,1
1741,vancouver-2010,Alpine Skiing,Italy,1
1742,vancouver-2010,Luge,Austria,3
1743,vancouver-2010,Luge,Latvia,2
1744,vancouver-2010,Luge,Germany,6
1745,vancouver-2010,Luge,Italy,1
1746,vancouver-2010,Nordic Combined,France,1
1747,vancouver-2010,Nordic Combined,United States of America,4
1748,vancouver-2010,Nordic Combined,Italy,1
1749,vancouver-2010,Nordic Combined,Austria,2
1750,vancouver-2010,Nordic Combined,Germany,1
1751,vancouver-2010,Skeleton,Canada,1
1752,vancouver-2010,Skeleton,Latvia,1
1753,vancouver-2010,Skeleton,Russian Federation,1
1754,vancouver-2010,Skeleton,Great Britain,1
1755,vancouver-2010,Skeleton,Germany,2
1756,vancouver-2010,Short Track Speed Skating,People's Republic of China,4
1757,vancouver-2010,Short Track Speed Skating,United States of America,6
1758,vancouver-2010,Short Track Speed Skating,Republic of Korea,8
1759,vancouver-2010,Short Track Speed Skating,Canada,5
1760,vancouver-2010,Short Track Speed Skating,Italy,1
1761,vancouver-2010,Curling,Sweden,1
1762,vancouver-2010,Curling,Canada,2
1763,vancouver-2010,Curling,People's Republic of China,1
1764,vancouver-2010,Curling,Norway,1
1765,vancouver-2010,Curling,Switzerland,1
1766,vancouver-2010,Ski Jumping,Switzerland,2
1767,vancouver-2010,Ski Jumping,Poland,2
1768,vancouver-2010,Ski Jumping,Austria,3
1769,vancouver-2010,Ski Jumping,Germany,1
1770,vancouver-2010,Ski Jumping,Norway,1
1771,vancouver-2010,Cross Country Skiing,Switzerland,1
1772,vancouver-2010,Cross Country Skiing,Italy,1
1773,vancouver-2010,Cross Country Skiing,Czech Republic,2
1774,vancouver-2010,Cross Country Skiing,Germany,7
1775,vancouver-2010,Cross Country Skiing,Sweden,8
1776,vancouver-2010,Cross Country Skiing,Russian Federation,6
1777,vancouver-2010,Cross Country Skiing,Norway,10
1778,vancouver-2010,Cross Country Skiing,Finland,2
1779,vancouver-2010,Cross Country Skiing,Poland,3
1780,vancouver-2010,Cross Country Skiing,Slovenia,1
1781,vancouver-2010,Cross Country Skiing,Estonia,1
1782,vancouver-2010,Snowboard,United States of America,5
1783,vancouver-2010,Snowboard,Canada,3
1784,vancouver-2010,Snowboard,France,3
1785,vancouver-2010,Snowboard,Switzerland,1
1786,vancouver-2010,Snowboard,Finland,1
1787,vancouver-2010,Snowboard,Netherlands,1
1788,vancouver-2010,Snowboard,Russian Federation,1
1789,vancouver-2010,Snowboard,Austria,2
1790,vancouver-2010,Snowboard,Australia,1
1791,vancouver-2010,Biathlon,Russian Federation,4
1792,vancouver-2010,Biathlon,France,6
1793,vancouver-2010,Biathlon,Germany,5
1794,vancouver-2010,Biathlon,Norway,5
1795,vancouver-2010,Biathlon,Austria,2
1796,vancouver-2010,Biathlon,Kazakhstan,1
1797,vancouver-2010,Biathlon,Belarus,2
1798,vancouver-2010,Biathlon,Slovakia,3
1799,vancouver-2010,Biathlon,Croatia,1
1800,vancouver-2010,Biathlon,Sweden,1
1801,beijing-2008,Cycling BMX,France,2
1802,beijing-2008,Cycling BMX,United States of America,3
1803,beijing-2008,Cycling BMX,Latvia,1
1804,beijing-2008,Fencing,Italy,7
1805,beijing-2008,Fencing,Republic of Korea,1
1806,beijing-2008,Fencing,France,4
1807,beijing-2008,Fencing,United States of America,6
1808,beijing-2008,Fencing,Ukraine,1
1809,beijing-2008,Fencing,People's Republic of China,2
1810,beijing-2008,Fencing,Romania,2
1811,beijing-2008,Fencing,Germany,2
1812,beijing-2008,Fencing,Japan,1
1813,beijing-2008,Fencing,Russian Federation,1
1814,beijing-2008,Fencing,Hungary,1
1815,beijing-2008,Fencing,Spain,1
1816,beijing-2008,Fencing,Poland,1
1817,beijing-2008,Triathlon,Germany,1
1818,beijing-2008,Triathlon,Canada,1
1819,beijing-2008,Triathlon,New Zealand,1
1820,beijing-2008,Triathlon,Australia,2
1821,beijing-2008,Triathlon,Portugal,1
1822,beijing-2008,Archery,Republic of Korea,5
1823,beijing-2008,Archery,People's Republic of China,3
1824,beijing-2008,Archery,France,1
1825,beijing-2008,Archery,Ukraine,1
1826,beijing-2008,Archery,Russian Federation,1
1827,beijing-2008,Archery,Italy,1
1828,beijing-2008,Hockey,Germany,1
1829,beijing-2008,Hockey,Spain,1
1830,beijing-2008,Hockey,Australia,1
1831,beijing-2008,Hockey,Netherlands,1
1832,beijing-2008,Hockey,People's Republic of China,1
1833,beijing-2008,Hockey,Argentina,1
1834,beijing-2008,Cycling Road,Great Britain,2
1835,beijing-2008,Cycling Road,Sweden,2
1836,beijing-2008,Cycling Road,Italy,1
1837,beijing-2008,Cycling Road,Spain,1
1838,beijing-2008,Cycling Road,Switzerland,3
1839,beijing-2008,Cycling Road,Russian Federation,1
1840,beijing-2008,Cycling Road,United States of America,2
1841,beijing-2008,Water Polo,Hungary,1
1842,beijing-2008,Water Polo,United States of America,2
1843,beijing-2008,Water Polo,Serbia,1
1844,beijing-2008,Water Polo,Netherlands,1
1845,beijing-2008,Water Polo,Australia,1
1846,beijing-2008,Taekwondo,People's Republic of China,2
1847,beijing-2008,Taekwondo,Thailand,1
1848,beijing-2008,Taekwondo,Venezuela,1
1849,beijing-2008,Taekwondo,Cuba,1
1850,beijing-2008,Taekwondo,Republic of Korea,4
1851,beijing-2008,Taekwondo,United States of America,3
1852,beijing-2008,Taekwondo,Chinese Taipei,2
1853,beijing-2008,Taekwondo,Turkey,2
1854,beijing-2008,Taekwondo,Mexico,2
1855,beijing-2008,Taekwondo,Dominican Republic,1
1856,beijing-2008,Taekwondo,Afghanistan,1
1857,beijing-2008,Taekwondo,Canada,1
1858,beijing-2008,Taekwondo,France,1
1859,beijing-2008,Taekwondo,Croatia,2
1860,beijing-2008,Taekwondo,Islamic Republic of Iran,1
1861,beijing-2008,Taekwondo,Italy,1
1862,beijing-2008,Taekwondo,Greece,1
1863,beijing-2008,Taekwondo,Kazakhstan,1
